Id,Name,RatingDist1,RatingDist4,RatingDistTotal,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,RatingDist3
431,The New York Trilogy,1:1287,4:22194,total:56393,Penguin Classics,1895,2006,eng,Paul Auster,3.89,2:3726,5:17093,3:12093
432,"City of Glass (The New York Trilogy, #1)",1:319,4:5662,total:14459,Penguin Books,748,1987,eng,Paul Auster,3.79,2:1105,5:3758,3:3615
434,"Ghosts (The New York Trilogy, #2)",1:87,4:1668,total:4495,Penguin Books,200,1987,eng,Paul Auster,3.64,2:403,5:899,3:1438
435,"The Locked Room (The New York Trilogy, #3)",1:50,4:1605,total:3769,Sun and Moon Press,167,1986,eng,Paul Auster,3.89,2:202,5:1024,3:888
444,Pyramids of Montauk: Explorations in Consciousness,1:4,4:30,total:81,Sky Books (NY),2,1995,eng,Peter Moon,3.89,2:4,5:27,3:16
446,The Brooklyn Follies,1:274,4:9939,total:22296,Picador,1161,2006,eng,Paul Auster,3.84,2:1203,5:5259,3:5621
447,Moon Palace,1:413,4:8013,total:20000,Penguin Books,511,1990,eng,Paul Auster,3.94,2:1090,5:6387,3:4097
453,The Music of Chance,1:93,4:4106,total:9487,Penguin Books,36,1991,en-US,Paul Auster,3.91,2:463,5:2567,3:2258
454,Travels in the Scriptorium,1:464,4:2440,total:8808,Henry Holt & Company,565,2007,eng,Paul Auster,3.23,2:1492,5:1007,3:3405
456,Leviathan,1:122,4:6373,total:14561,Penguin Books,449,1993,eng,Paul Auster,3.96,2:603,5:4199,3:3264
463,The Red Notebook: True Stories,1:40,4:1463,total:3788,New Directions,121,2002,eng,Paul Auster,3.77,2:245,5:898,3:1142
466,Timbuktu / Leviathan / Moon Palace,1:0,4:10,total:22,Actes Sud,1,2002,fre,Paul Auster,4.32,2:1,5:10,3:1
475,Collapse: How Societies Choose to Fail or Succeed,1:1020,4:23239,total:57246,Penguin Books Ltd. (London),2806,2005,eng,Jared Diamond,3.93,2:2859,5:17546,3:12582
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,1:12,4:73,total:257,Business Plus,26,2006,en-US,Stephen Leeb,3.39,2:28,5:40,3:104
477,Collapse of Complex Societies,1:12,4:316,total:821,Cambridge University Press,88,1990,eng,Joseph A. Tainter,4.16,2:25,5:341,3:127
478,Bowling Alone: The Collapse and Revival of American Community,1:89,4:2085,total:5202,Simon  Schuster,518,2001,eng,Robert D. Putnam,3.8,2:329,5:1293,3:1406
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,1:2,4:18,total:65,Ballantine Books,4,2002,eng,Philip K. Howard,3.91,2:3,5:24,3:18
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,1:3,4:99,total:298,W. W. Norton  Company,20,1998,eng,Joy Harjo,4.39,2:4,5:163,3:29
493,My Inventions,1:76,4:1905,total:5295,"Filiquarian Publishing, LLC.",268,2006,eng,Nikola Tesla,4.01,2:248,5:1915,3:1151
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,1:57,4:1306,total:3366,Citadel,340,2001,eng,Marc J.  Seifer,3.79,2:243,5:847,3:913
497,Nikola Tesla: A Spark of Genius,1:0,4:50,total:108,Lerner Publications,6,1994,eng,Carol Dommermuth-Costa,3.93,2:4,5:27,3:27
498,Tesla Papers,1:2,4:35,total:110,Adventures Unlimited Press,2,2000,eng,Nikola Tesla,4.13,2:5,5:49,3:19
511,Boys of Summer,1:25,4:141,total:510,Harlequin Blaze,12,2006,eng,Julie Elizabeth Leto,3.77,2:37,5:169,3:138
515,Programming Ruby: The Pragmatic Programmers' Guide,1:23,4:801,total:1938,Pragmatic Bookshelf,49,2004,en-US,Dave Thomas,4.03,2:78,5:659,3:377
523,Golding's Lord of the Flies (Cliffs Notes),1:3,4:30,total:102,Cliffs Notes,8,2000,eng,Maureen Kelly,3.94,2:8,5:40,3:21
524,Lord of the Flies,1:116319,4:729026,total:2162549,Listening Library (Audio),97,2005,eng,William Golding,3.68,2:197639,5:586981,3:532584
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,1:17,4:811,total:2009,Random House,101,2006,eng,Victor Davis Hanson,4.11,2:68,5:763,3:350
534,We Were Not Like Other People,1:0,4:6,total:14,HarperCollins Publishers,0,1989,eng,Ephraim Sevela,4.14,2:0,5:5,3:3
536,The Lovely Bones,1:69395,4:682502,total:1942369,Random House,361,2006,eng,Alice Sebold,3.81,2:145577,5:586072,3:458823
539,"Lovely in Her Bones (Elizabeth MacPherson, #2)",1:10,4:608,total:1529,Ballantine Books,43,1990,eng,Sharyn McCrumb,3.8,2:83,5:362,3:466
565,The Zen of CSS Design: Visual Enlightenment for the Web,1:11,4:294,total:848,Peachpit Press,28,2005,en-US,Dave Shea,3.98,2:31,5:295,3:217
570,"HTML, XHTML, and CSS (Visual Quickstart Guide)",1:20,4:184,total:583,Peachpit Press,42,2006,en-US,Elizabeth Castro,3.79,2:45,5:182,3:152
576,1000 Record Covers,1:4,4:142,total:413,Taschen,32,2005,mul,Michael Ochs,3.84,2:27,5:120,3:120
597,Killing Yourself to Live: 85% of a True Story,1:815,4:10530,total:27220,Scribner,1116,2006,eng,Chuck Klosterman,3.81,2:1838,5:7478,3:6559
599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",1:2225,4:23490,total:63910,Scribner,3343,2004,eng,Chuck Klosterman,3.74,2:5384,5:16659,3:16152
619,"Vice (V, #8)",1:24,4:182,total:548,Bantam,19,1996,eng,Jane Feather,3.51,2:62,5:104,3:176
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",1:8040,4:59866,total:187150,HarperTorch,6515,2006,eng,Robert M. Pirsig,3.77,2:17239,5:58822,3:43183
639,Once Upon a Cool Motorcycle Dude,1:38,4:590,total:1813,Walker & Company,275,2005,eng,Kevin O'Malley,4.08,2:105,5:775,3:305
642,Guidebook to Zen and the Art of Motorcycle Maintenance,1:5,4:94,total:293,William Morrow Paperbacks,11,1990,en-GB,Ronald L. DiSanto,3.72,2:32,5:79,3:83
643,Motorcycle Basics Techbook,1:3,4:17,total:41,"Haynes Manuals N. America, Inc.",2,2002,eng,John Harold Haynes,3.88,2:1,5:13,3:7
650,"LOGO Lounge: 2,000 International Identities by Leading Designers",1:4,4:43,total:121,Rockport Publishers,0,2004,eng,Catharine M. Fishel,3.91,2:3,5:39,3:32
655,The Death of Ivan Ilych And Other Stories,1:92,4:4553,total:11317,Signet Classics,267,2003,eng,Leo Tolstoy,4.11,2:352,5:4264,3:2056
656,War and Peace,1:7105,4:76471,total:250130,Oxford University Press,6350,1998,eng,Leo Tolstoy,4.12,2:12179,5:114496,3:39879
658,The Kingdom of God Is Within You,1:53,4:1102,total:3318,Dover Publications,212,2006,eng,Leo Tolstoy,4.12,2:162,5:1449,3:552
662,Atlas Shrugged,1:35341,4:90951,total:343606,Plume,14821,1999,eng,Ayn Rand,3.69,2:31732,5:123585,3:61997
663,For the New Intellectual: The Philosophy of Ayn Rand,1:199,4:849,total:2905,Signet Book,109,1963,eng,Ayn Rand,3.68,2:274,5:899,3:684
664,The Fountainhead,1:19965,4:86078,total:288859,Dutton,230,2005,en-US,Ayn Rand,3.87,2:20846,5:112705,3:49265
665,The Virtue of Selfishness: A New Concept of Egoism,1:1462,4:3312,total:12285,Signet,473,1964,eng,Ayn Rand,3.51,2:1194,5:3549,3:2768
667,Anthem,1:7187,4:40646,total:126792,NAL,7353,1999,eng,Ayn Rand,3.63,2:12858,5:33137,3:32964
668,We the Living,1:721,4:8664,total:25534,Signet,1094,1996,eng,Ayn Rand,3.91,2:1663,5:8875,3:5611
669,Capitalism: The Unknown Ideal,1:203,4:1106,total:3743,Signet,156,1986,eng,Ayn Rand,3.88,2:250,5:1426,3:758
670,Letters of Ayn Rand,1:17,4:143,total:472,NAL,2,1997,eng,Ayn Rand,3.97,2:26,5:187,3:99
672,Sailing for Dummies,1:6,4:110,total:283,For Dummies,7,2006,eng,J.J. Isler,3.95,2:12,5:91,3:64
675,Sailing from Byzantium: How a Lost Empire Shaped the World,1:6,4:287,total:757,Delacorte Press,83,2006,eng,Colin  Wells,3.88,2:46,5:220,3:198
676,Sailing Alone Around the Room: New and Selected Poems,1:252,4:4289,total:12585,Random House Trade Paperbacks,635,2002,eng,Billy Collins,4.23,2:406,5:6033,3:1605
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,1:0,4:18,total:56,Lyons Press,5,2004,eng,Christopher Caswell,3.62,2:3,5:10,3:25
681,"Natural Cures ""They"" Don't Want You to Know about",1:350,4:358,total:1810,Alliance Publishing,286,2004,en-US,Kevin Trudeau,3.1,2:270,5:394,3:438
685,The Natural,1:338,4:3598,total:9768,Farrar Straus Giroux,680,2003,eng,Bernard Malamud,3.63,2:935,5:2068,3:2829
698,Digging to America,1:318,4:7577,total:19554,Alfred A. Knopf,1853,2006,eng,Anne Tyler,3.55,2:1733,5:2792,3:7134
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,1:18,4:122,total:322,Bedford Books,3,2004,eng,Gary Colombo,3.78,2:21,5:93,3:68
702,Modern Latin America,1:6,4:143,total:366,"Oxford University Press, USA",11,2004,en-US,Thomas E. Skidmore,3.59,2:38,5:62,3:117
703,The Plot Against America,1:775,4:17320,total:40517,Vintage International,3049,2005,eng,Philip Roth,3.77,2:2748,5:9165,3:10509
707,Naked Pictures of Famous People,1:297,4:2944,total:9012,Dey Street Books,418,1999,en-GB,Jon   Stewart,3.59,2:963,5:1956,3:2852
759,Collected Stories,1:60,4:2729,total:7433,Harper Perennial Modern Classics,182,2008,eng,Gabriel García Márquez,4.19,2:219,5:3237,3:1188
762,Crónica de una muerte anunciada,1:1260,4:46431,total:113971,Vintage Espanol,435,2003,spa,Gabriel García Márquez,3.97,2:5402,5:36126,3:24752
764,Del amor y otros demonios,1:513,4:21356,total:52900,Plaza y Janes,289,2006,spa,Gabriel García Márquez,3.98,2:2283,5:16913,3:11835
765,Living to Tell the Tale,1:139,4:3380,total:9095,Vintage,47,2004,eng,Gabriel García Márquez,3.99,2:496,5:3216,3:1864
766,Memoria de mis putas tristes,1:1730,4:23390,total:65177,Vintage Espanol,387,2004,spa,Gabriel García Márquez,3.6,2:6172,5:12590,3:21295
771,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",1:1934,4:31228,total:83528,Vintage Books USA,1055,2004,eng,Brian Greene,4.07,2:3340,5:32692,3:14334
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,1:0,4:20,total:52,Wisdom Publications,6,2005,eng,Upasika Kee Nanayon,4.27,2:0,5:23,3:9
787,The Mini Rough Guide to London,1:0,4:5,total:8,Rough Guides,0,2006,eng,Rob Humphreys,3.75,2:1,5:1,3:1
793,Best of London (Lonely Planet Best Of),1:0,4:12,total:31,Lonely Planet,0,2004,eng,Lonely Planet,3.87,2:5,5:10,3:4
797,Lonely Planet Londres,1:6,4:315,total:718,Geoplaneta,0,2006,spa,Lonely Planet,4.03,2:17,5:228,3:152
799,Out to Eat London 2002 (Lonely Planet Out to Eat),1:0,4:0,total:1,Lonely Planet,0,2001,eng,Lonely Planet,3.0,2:0,5:0,3:1
815,"Three Nights in August: Strategy, Heartbreak, and Joy Inside the Mind of a Manager",1:243,4:2573,total:7380,Mariner Books,238,2006,eng,H.G. Bissinger,3.88,2:452,5:2438,3:1674
816,Cryptonomicon,1:1496,4:30796,total:95487,Avon,4272,2002,eng,Neal Stephenson,4.25,2:3508,5:47364,3:12323
817,"Le Code Enigma (Cryptonomicon, #1)",1:19,4:257,total:736,Le Livre de Poche,0,2001,fre,Neal Stephenson,4.04,2:39,5:291,3:130
821,"Le Réseau Kinakuta (Cryptonomicon, #2)",1:5,4:175,total:474,Payot,0,2001,fre,Neal Stephenson,4.11,2:17,5:188,3:89
822,"The Confusion (The Baroque Cycle, #2)",1:157,4:7822,total:21761,William Morrow Paperbacks,569,2005,en-US,Neal Stephenson,4.26,2:636,5:10256,3:2890
823,"Quicksilver (The Baroque Cycle, #1)",1:1097,4:12076,total:34917,HarperCollins Perennial,1744,2004,eng,Neal Stephenson,3.93,2:2554,5:12590,3:6600
824,The Cobweb,1:21,4:1193,total:2913,Spectra Books,137,2005,eng,Neal Stephenson,3.61,2:203,5:419,3:1077
826,The Big U,1:168,4:1352,total:4882,William Morrow Paperbacks,224,2001,en-US,Neal Stephenson,3.26,2:794,5:512,3:2056
827,"The Diamond Age: Or, A Young Lady's Illustrated Primer",1:776,4:28073,total:78193,Spectra,2785,2000,eng,Neal Stephenson,4.19,2:2720,5:34568,3:12056
828,Interface,1:57,4:2159,total:5387,Spectra,272,2005,eng,Neal Stephenson,3.68,2:354,5:995,3:1822
829,"Odalisque (The Baroque Cycle, Vol. 1, Book 3)",1:8,4:615,total:1684,HarperTorch,67,2006,en-US,Neal Stephenson,4.2,2:58,5:738,3:265
830,Snow Crash,1:8717,4:74135,total:225673,Bantam Books,6621,2000,eng,Neal Stephenson,4.03,2:12229,5:94251,3:36341
834,"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume II: The Endgame",1:47,4:556,total:1570,Two Plus Two Publishing LLC,30,2005,eng,Dan Harrington,4.16,2:42,5:701,3:224
835,"Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments, Volume I: Strategic Play",1:8,4:778,total:2113,Two Plus Two Publishing LLC,73,2004,eng,Dan Harrington,4.24,2:33,5:942,3:352
840,The Design of Everyday Things,1:236,4:9721,total:25607,Basic Books,1429,2002,eng,Donald A. Norman,4.17,2:888,5:10791,3:3971
841,Emotional Design: Why We Love (or Hate) Everyday Things,1:64,4:1553,total:4118,Basic Books,154,2005,eng,Donald A. Norman,3.95,2:209,5:1346,3:946
842,The Psychology of Everyday Things,1:236,4:9721,total:25607,Basic Books,31,1988,eng,Donald A. Norman,4.17,2:888,5:10791,3:3971
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,1:0,4:33,total:90,Ignatius Press,7,2006,en-GB,Alex C. Jones,4.27,2:3,5:42,3:12
864,The Alchemist,1:96579,4:570065,total:1955183,HarperOne,76,2006,eng,Paulo Coelho,3.87,2:161603,5:739717,3:387219
866,"Fullmetal Alchemist, Vol. 9 (Fullmetal Alchemist, #9)",1:21,4:2356,total:9398,VIZ Media LLC,156,2006,eng,Hiromu Arakawa,4.58,2:68,5:6278,3:675
868,"Fullmetal Alchemist, Vol. 3 (Fullmetal Alchemist, #3)",1:67,4:4288,total:17487,VIZ Media LLC,304,2005,eng,Hiromu Arakawa,4.5600000000000005,2:171,5:11638,3:1323
869,"Fullmetal Alchemist, Vol. 8 (Fullmetal Alchemist, #8)",1:58,4:2831,total:11979,VIZ Media LLC,159,2006,eng,Hiromu Arakawa,4.57,2:123,5:8092,3:875
870,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",1:1288,4:25561,total:114169,VIZ Media LLC,1447,2005,eng,Hiromu Arakawa,4.5,2:2121,5:75128,3:10071
871,"Fullmetal Alchemist, Vol. 4 (Fullmetal Alchemist, #4)",1:17,4:3003,total:11426,VIZ Media LLC,296,2005,eng,Hiromu Arakawa,4.55,2:97,5:7444,3:865
872,The Illustrated Alchemist: A Fable about Following Your Dream,1:96579,4:570065,total:1955183,HarperCollins Publishers,33,1998,en-US,Paulo Coelho,3.87,2:161603,5:739717,3:387219
873,"Fullmetal Alchemist, Vol. 2 (Fullmetal Alchemist, #2)",1:50,4:4353,total:15766,VIZ Media LLC,430,2005,eng,Hiromu Arakawa,4.52,2:152,5:9940,3:1271
880,Pompeii,1:408,4:14080,total:33848,Random House Trade Paperbacks,1743,2005,eng,Robert   Harris,3.82,2:1970,5:8291,3:9099
888,The Last Days of Pompeii,1:49,4:622,total:1824,Borgo Press,68,2002,eng,Edward Bulwer-Lytton,3.6,2:181,5:373,3:599
890,Of Mice and Men,1:54005,4:651494,total:1857114,Penguin Books,25882,2002,eng,John Steinbeck,3.87,2:128601,5:601885,3:421129
900,The Game: Penetrating the Secret Society of Pickup Artists,1:977,4:8725,total:24330,It Books,1607,2005,en-US,Neil Strauss,3.74,2:2033,5:6621,3:5974
902,The Westing Game,1:3417,4:51590,total:153989,Puffin,8918,2004,eng,Ellen Raskin,4.02,2:8458,5:60642,3:29882
903,The Egypt Game,1:908,4:11041,total:32241,Turtleback Books,1142,2009,eng,Zilpha Keatley Snyder,3.83,2:2314,5:9877,3:8101
915,"A Lonely Resurrection (John Rain, #2)",1:73,4:3656,total:8220,Barry Eisler,244,2013,eng,Barry Eisler,4.11,2:184,5:2910,3:1397
925,"A Clean Kill in Tokyo (John Rain, #1)",1:307,4:6315,total:15281,Barry Eisler,592,2002,eng,Barry Eisler,3.96,2:724,5:4820,3:3115
929,Memoirs of a Geisha,1:26143,4:596547,total:1658024,Vintage Books USA,3901,2005,eng,Arthur Golden,4.11,2:64958,5:682314,3:288062
932,Memoirs of a Geisha: A Portrait of the Film,1:4,4:49,total:147,Newmarket Press,8,2005,eng,David        James,4.1,2:6,5:63,3:25
935,Geisha of Gion,1:212,4:7127,total:18324,Pocket Books,160,2003,eng,Mineko Iwasaki,3.93,2:937,5:5649,3:4399
941,Love As A Foreign Language #5,1:0,4:3,total:9,Oni Press,2,2006,eng,J. Torres,3.44,2:1,5:1,3:4
944,Jungle Love,1:8,4:12,total:65,Cambridge University Press,7,2002,eng,Margaret Johnson,3.45,2:5,5:19,3:21
955,The 5 Love Languages / The 5 Love Languages Journal,1:0,4:7,total:29,Moody Publishers,4,2005,eng,Gary Chapman,4.69,2:0,5:21,3:1
960,"Angels & Demons (Robert Langdon, #1)",1:91925,4:875274,total:2559156,Pocket Books,21462,2006,eng,Dan Brown,3.9,2:167777,5:884154,3:540026
965,"Ángeles y demonios (Robert Langdon, #1)",1:91925,4:875274,total:2559156,Umbriel,20,2005,spa,Dan Brown,3.9,2:167777,5:884154,3:540026
966,Angeles & Demonios,1:91925,4:875274,total:2559156,FonoLibro,7,2005,spa,Dan Brown,3.9,2:167777,5:884154,3:540026
968,"The Da Vinci Code (Robert Langdon, #2)",1:76836,4:638116,total:1843585,Anchor,36086,2006,eng,Dan Brown,3.84,2:138044,5:605134,3:385455
969,The Da Vinci Code,1:76836,4:638116,total:1843585,Broadway Books,105,2006,eng,Dan Brown,3.84,2:138044,5:605134,3:385455
972,"Da Vinci Code (Robert Langdon, #2)",1:76836,4:638116,total:1843585,Pocket,16,2005,fre,Dan Brown,3.84,2:138044,5:605134,3:385455
975,Deception Point,1:16286,4:193208,total:571784,Pocket Books,411,2006,eng,Dan Brown,3.71,2:49831,5:147938,3:164521
987,"A Killing Rain (Louis Kincaid, #6)",1:7,4:267,total:602,Pinnacle,41,2005,eng,P.J. Parrish,4.04,2:14,5:194,3:120
988,"Winner Take All (John Rain, #3)",1:106,4:3302,total:7677,Barry Eisler,154,2004,en-GB,Barry Eisler,4.14,2:192,5:2919,3:1158
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,1:1046,4:24457,total:69771,Gallery Books,2662,1998,eng,Thomas J. Stanley,4.03,2:3326,5:26530,3:14412
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,1:4947,4:52820,total:191158,Tarcherperigee,2336,2005,eng,Napoleon Hill,4.18,2:9101,5:96063,3:28227
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),1:6,4:89,total:227,Pragmatic Bookshelf,14,2006,eng,Mike   Mason,3.58,2:23,5:39,3:70
1022,Read My Lips: Sexual Subversion and the End of Gender,1:3,4:93,total:261,Firebrand Books,17,2005,en-US,Riki Anne Wilchins,3.95,2:12,5:87,3:66
1032,Trump: The Art of the Deal,1:1049,4:4490,total:15492,Ballantine Books,972,2004,en-US,Donald J. Trump,3.67,2:1430,5:4673,3:3850
1052,The Richest Man in Babylon,1:1201,4:28570,total:95384,Berkley Books,3555,2008,eng,George S. Clason,4.26,2:3346,5:48686,3:13581
1059,Shibumi,1:200,4:4371,total:13115,Broadway Books,641,2005,eng,Trevanian,4.21,2:477,5:6203,3:1864
1067,1776,1:4606,4:65833,total:176884,Simon  Schuster,6288,2006,eng,David McCullough,4.07,2:7225,5:70172,3:29048
1073,"The Crescent Obscured: The United States and the Muslim World, 1776-1815",1:0,4:13,total:42,University of Chicago Press,5,2000,eng,Robert J. Allison,3.62,2:7,5:10,3:12
1078,"The Good Earth (House of Earth, #1)",1:5711,4:75920,total:217863,Howard Publishing Co,7722,2009,eng,Pearl S. Buck,3.98,2:12613,5:81104,3:42515
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,1:11852,4:59234,total:219118,Zondervan,2,2005,eng,Rick Warren,3.93,2:15504,5:91876,3:40652
1097,Fast Food Nation: The Dark Side of the All-American Meal,1:8139,4:73740,total:195247,Harper Perennial,4941,2005,eng,Eric Schlosser,3.74,2:12813,5:50200,3:50355
1099,Fast Food Nation: What The All-American Meal is Doing to the World,1:8139,4:73740,total:195247,Penguin Books,77,2002,eng,Eric Schlosser,3.74,2:12813,5:50200,3:50355
1103,Snow Flower and the Secret Fan,1:3857,4:131855,total:332046,Random House,14966,2006,eng,Lisa See,4.07,2:12371,5:122141,3:61822
1110,The Broker,1:1104,4:29766,total:79605,Delta,2354,2006,eng,John Grisham,3.78,2:5014,5:19795,3:23926
1111,The Power Broker: Robert Moses and the Fall of New York,1:171,4:2549,total:11820,Vintage,1271,1975,eng,Robert A. Caro,4.51,2:231,5:7945,3:924
1117,"The Power Broker: A Novel (Christian Gillette, #3)",1:18,4:343,total:858,Ballantine Books,1,2006,eng,Stephen W. Frey,3.75,2:53,5:195,3:249
1120,Body For Life: 12 Weeks to Mental and Physical Strength,1:99,4:1260,total:3981,"HarperCollins Publishers, Inc.",275,1999,en-US,Bill Phillips,3.74,2:327,5:1097,3:1198
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,1:17,4:172,total:565,Rodale Books,63,2005,en-US,Pamela Peeke,3.64,2:51,5:138,3:187
1123,"Eating for Life: Your Guide to Great Health, Fat Loss and Increased Energy!",1:17,4:294,total:822,High Point Media,51,2003,eng,Bill Phillips,3.95,2:35,5:279,3:197
1130,The Warren Buffett Way,1:166,4:3948,total:11353,John Wiley & Sons,16,2005,en-US,Robert G. Hagstrom,4.14,2:397,5:4857,3:1985
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,1:3,4:98,total:252,Wiley,1,2003,eng,Robert P. Miles,4.08,2:9,5:94,3:48
1164,Monkey Business: True Story of the Scopes Trial,1:1,4:5,total:26,B Books,8,2005,eng,Marvin N. Olasky,3.15,2:7,5:4,3:9
1165,"Mice, Morals, & Monkey Business",1:1,4:7,total:40,Running Press,6,2005,eng,Christopher Wormell,3.65,2:3,5:12,3:17
1167,"Junie B. Jones and a Little Monkey Business (Junie B. Jones, #2)",1:361,4:2874,total:11665,Random House Books for Young Readers,628,1993,en-US,Barbara Park,3.99,2:780,5:5080,3:2570
1171,Liar's Poker,1:1219,4:29195,total:76725,Penguin Books,936,1990,eng,Michael   Lewis,4.15,2:2528,5:31996,3:11787
1177,Liar's Poker: A Harry Garnish Mystery,1:0,4:5,total:13,Walker & Company,1,1993,eng,Frank McConnell,3.31,2:1,5:0,3:7
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,1:0,4:4,total:12,Ryland Peters & Small,2,2001,eng,Ursula Ferrigno,4.08,2:1,5:5,3:2
1191,Giada's Family Dinners,1:659,4:4322,total:14253,Clarkson Potter,74,2006,eng,Giada De Laurentiis,3.96,2:784,5:5751,3:2737
1192,Everyday Italian: 125 Simple and Delicious Recipes,1:1576,4:13040,total:40775,Clarkson Potter,218,2005,eng,Giada De Laurentiis,3.95,2:2281,5:15553,3:8325
1193,Everyday Pasta,1:224,4:2679,total:8870,Clarkson Potter,56,2007,eng,Giada De Laurentiis,4.09,2:359,5:3914,3:1694
